"","var","pval","Fvalue"
"1","age",0.000166806320954948,10.3664761483859
"2","bmi",0.0876052822209168,2.55495527601882
"3","How.often....time.",0.535029493487365,0.652251455313321
"4","bv_infecttotal_2mo",0.00225020407966158,6.88729040255758
"5","bv_infecttotal_1yr",0.00131692337757753,7.57490396927013
"6","bv_life",0.00485096725567377,5.92621013326024
