"","Viral_Species","Vogue1A.01.61","Vogue1A.01.106","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.71","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.74","Vogue1A.01.77","Vogue1A.01.101"
"259",372457,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",373996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"261",379501,0,0,0,0,177,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"262",379529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"263",379891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"264",380598,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",384848,0,0,0,0,0,0,0,0,3179,0,0,0,0,0,0,1,0,2,0,0,0
"266",389214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"267",396034,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"268",399781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",417280,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",419435,19,38,24,3,6,22,16,5,168,2,43,28,4,22,13,16,25,3,19,8,28
"271",419544,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
"272",427343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"273",432201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"274",432261,0,0,0,0,0,11,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0
"275",438780,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0
"276",444862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"277",444878,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0
"278",445684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279",445685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"280",447909,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0
"281",471182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"282",481851,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"283",490711,3,0,1,0,4,1,4,1,4,1,2,5,1,2,0,4,3,0,1,2,6
"284",496874,0,0,15,7,1,0,0,0,237,0,0,1,57,8,0,0,0,6,2,0,0
"285",508419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",523909,0,0,0,0,0,0,1,0,119,0,0,0,0,0,0,0,0,0,0,0,0
"287",524652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"288",537874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"289",538979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",542835,0,0,0,0,0,0,0,7,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA
"291",542836,211,0,1,0,0,0,0,3,0,546,0,3,7,3317,NA,NA,NA,NA,NA,NA,NA
"292",548689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"293",549779,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"294",551790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"295",558016,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1
"296",565537,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0
"297",573174,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",578234,43,2,1,0,7,0,0,0,1,3,0,0,0,56,0,0,0,35,2,0,0
"299",626962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",633135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301",646413,0,0,0,0,1,0,0,0,46,1,1,2,0,0,0,2,1,0,0,1,2
"302",654916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",654926,0,0,0,0,0,1,0,0,1,0,38,0,1,0,0,0,0,0,0,0,0
"304",664732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",665883,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306",673376,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"307",687329,0,0,0,0,0,0,0,0,0,0,86,0,0,0,2,0,1,0,0,0,0
"308",687349,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"309",687350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"310",687370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"311",687375,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"312",691966,0,0,0,1,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0
"313",693272,0,0,1,1,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,2,32
"314",702718,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",727977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",735496,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,1,0
"317",749413,0,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,8,0
"318",753085,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"319",754042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"320",754048,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
"321",754057,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",754068,4,2,1,1,0,4,1,0,2,0,1,2,2,0,1,2,0,1,3,0,2
"323",755272,0,0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"324",755273,2,3,2,0,0,2,0,1,4,0,0,0,0,0,1,0,3,1,1,0,4
"325",756277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",756282,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"327",764030,3,1,6,2,10,10,8,4,105,0,7,6,0,8,8,3,0,8,6,5,12
"328",764561,3,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"329",764562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"330",766178,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"331",768738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",768739,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0
"333",857312,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"334",871584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",878329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"336",880160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"337",880161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"338",889812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"339",908819,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"340",912321,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,54,0,0,0
"341",915425,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"342",926067,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"343",927771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",929832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"345",929833,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0
"346",931244,4298,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,7,0
"347",936059,2,0,1,0,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
"348",940838,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"349",942165,0,1,0,0,0,0,0,10,4,0,79,0,1,2,0,0,0,1,0,0,0
"350",947843,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"351",980881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",981323,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"353",985780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"354",985782,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"355",988656,3,4,3,1,1,2,2,2,20,0,3,0,0,21,0,0,0,0,0,1,2
"356",990305,0,3,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,1,2
"357",998086,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"358",999883,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"359",1032895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"360",1048520,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"361",1051631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"362",1070408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"363",1079998,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",1084719,1,3,0,2,0,1,0,0,34,0,0,0,1,0,0,3,0,1,5,0,0
"365",1089121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"366",1094892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",1109715,0,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,0
"368",1109716,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"369",1127491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",1127514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"371",1127516,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
"372",1128131,0,0,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",1128140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",1128424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",1129192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"376",1133022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",1136534,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"378",1136535,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"379",1137745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"380",1141135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",1141137,1,0,0,0,0,2,0,77,0,8,16,0,1,2,0,0,0,0,0,0,0
"382",1144381,2,0,0,1,1,2,0,0,0,0,0,2,0,1,0,1,0,1,2,1,5
"383",1144382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"384",1147043,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"385",1150990,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"386",1161901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",1161906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",1161927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"389",1161939,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0
"390",1162290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"391",1165908,1,0,1,0,2,2,0,0,0,0,3,3,0,0,2,0,1,0,1,0,0
"392",1168812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"393",1168813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",1168837,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
"395",1194091,1,0,2,0,1,5,1,0,1,0,1,6,1,2,2,1,3,2,2,4,0
"396",1195167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397",1197952,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"398",1204521,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399",1204538,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"400",1204539,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"401",1206110,45,0,4,0,0,0,0,2,1,0,0,0,38,43,0,0,0,35,3,1,0
"402",1208587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"403",1211282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"404",1211387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",1219875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"406",1220601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"407",1234615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"408",1235314,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",1239382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"410",1247379,2,6,0,0,0,0,0,6,6,1,1,1,0,1,0,0,0,0,1,0,0
"411",1262540,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",1264700,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
"413",1273087,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"414",1273450,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
"415",1273706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"416",1273711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417",1273746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"418",1278246,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1
"419",1278254,0,0,2,0,4,0,0,0,6,0,2,1,0,0,2,1,0,0,0,1,0
"420",1278261,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0
"421",1278272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",1279082,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"423",1279083,16,16,1,0,9,4,3,110,283,10,570,6,4,10,0,3,19,0,0,0,0
"424",1283076,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"425",1285382,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35
"426",1289473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"427",1289596,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",1289597,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"429",1293539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"430",1296660,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"431",1298531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2,1,0
"432",1303346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"433",1307954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"434",1307956,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"435",1308863,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"436",1315265,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"437",1325731,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"438",1327037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",1327993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"440",1340769,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"441",1340824,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"442",1349409,3,0,1,0,0,1,0,0,25,0,3,7,0,0,1,1,1,1,1,1,0
"443",1349410,11,11,10,1,5,18,12,8,38,1,34,20,2,8,13,9,14,3,15,6,14
"444",1352511,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"445",1367203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"446",1367204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"447",1367205,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0
"448",1391034,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"449",1391702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"450",1398177,2,0,2,0,1,1,2,0,0,0,1,0,0,2,1,2,3,1,3,1,1
"451",1399941,0,0,0,0,0,1,0,0,21,0,0,0,11,8,0,0,1,1,8,0,0
"452",1401297,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"453",1406780,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"454",1406792,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"455",1412875,0,0,0,0,0,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
"456",1416334,24,0,0,0,0,4,0,32,0,1,0,0,12267,433,0,0,0,12,2,0,0
"457",1421421,5,7,9,1,8,8,10,3,4,24,0,5,0,0,1,4,3,5,5,2,3
"458",1421422,4,4,5,1,6,1,1,3,30,0,8,16,1,3,2,2,2,3,6,2,3
"459",1421423,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
"460",1421424,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"461",1429768,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"462",1449437,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463",1450746,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
"464",1458717,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
"465",1458842,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0
"466",1461100,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1
"467",1468179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"468",1471542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"469",1472342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"470",1472717,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"471",1472911,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"472",1474867,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"473",1478132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"474",1478972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",1484571,0,0,3,0,4,0,0,0,0,0,0,0,0,1,6,0,2,1,0,0,0
"476",1484958,14,11,17,0,10,12,13,7,7,103,13,14,3,26,12,4,9,4,12,15,12
"477",1486429,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"478",1493511,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"479",1498168,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"480",1500386,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"481",1500801,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"482",1510155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"483",1518022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"484",1520006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"485",1527493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"486",1527512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"487",1527771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"488",1535290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"489",1540097,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"490",1541883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",1552735,84,2,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,1,0,0,0
"492",1567011,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"493",1567012,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",1567014,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"495",1567453,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"496",1567484,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"497",1572704,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"498",1572754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"499",1589274,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"500",1589298,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"501",1589751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502",1592335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503",1597976,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0
"504",1605721,0,1,3,1,1,1,1,1,0,0,1,1,0,1,0,0,3,0,0,1,2
"505",1606502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506",1608323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"507",1610831,9,10,10,11,6,13,7,8,16,4,4,25,1,8,6,6,12,3,3,11,16
"508",1610872,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0
"509",1619217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510",1623298,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"511",1623304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"512",1623685,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"513",1636270,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514",1636271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515",1636617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516",1640885,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,3,4,2,1,0,0
"517",1640978,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0
"518",1642929,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519",1647300,0,0,0,0,0,0,0,0,423,0,0,0,0,1,0,0,0,0,0,0,0
"520",1647385,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
"521",1647386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"522",1654582,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
