Vogue1B2.01.01,Vogue1B2.01.06,Vogue1B2.01.07,Vogue1B2.01.08,Vogue1B2.01.09,Vogue1B2.01.10,Vogue1B2.01.11,Vogue1B2.01.12,Vogue1B2.01.15,Vogue1B2.01.19,Vogue1B2.01.21,Vogue1B2.01.23,Vogue1B2.01.26,Vogue1B2.01.28,Vogue1B2.01.29,Vogue1B2.01.35,Vogue1B2.01.37,Vogue1B2.01.38,Vogue1B2.01.50,Vogue1B2.01.52,Vogue1B2.01.56,Vogue1B2.01.58,Vogue1B2.01.61,Vogue1B2.01.62,Vogue1B2.01.63,Vogue1B2.01.64
0.997503744383425,0.998929336188437,0.997830802603037,0.999887898660389,0.999625678457795,0.998323085522638,0.999581589958159,0.999473129610116,0.998387096774194,0.996447602131439,0.999677731227844,0.999552972731337,0.9991961414791,0.996919917864476,0.998457583547558,0.999182338511856,0.999436408040579,0.999257609502598,0.999713767770251,0.999756236288291,1,0.999711441350455,0.999205718824464,1,0.999612252811167,0.999517063747585
