Participants,ShannonsDiversity
Vogue1A.01.003,0.400802141635798
Vogue1A.01.004,1.61674035180567
Vogue1A.01.005,2.0818187730841
Vogue1A.01.006,1.34216226443604
Vogue1A.01.007,1.26813385953943
Vogue1A.01.008,1.50089322324087
Vogue1A.01.009,1.40611786743939
Vogue1A.01.010,0.93251142437624
Vogue1A.01.011,1.35464402557157
Vogue1A.01.012,0.875952724182373
Vogue1A.01.013,1.31444522323789
Vogue1A.01.014,1.06518007385796
Vogue1A.01.015,2.34935951168181
Vogue1A.01.016,2.00411470181228
Vogue1A.01.017,2.0079529707255
Vogue1A.01.018,0.410460324859068
Vogue1A.01.019,1.3956716899721
Vogue1A.01.020,0.633703993105827
Vogue1A.01.021,2.27956441360964
Vogue1A.01.022,1.49511913717074
Vogue1A.01.023,1.7707727977353
Vogue1A.01.024,1.462894210322
Vogue1A.01.025,2.00197218158045
Vogue1A.01.026,0.339338976443035
Vogue1A.01.027,0.594731822600416
Vogue1A.01.028,0.475350130024321
Vogue1A.01.029,0.685039882876708
Vogue1A.01.030,0.998040804170886
Vogue1A.01.031,1.34537752489528
Vogue1A.01.032,0.834371326172067
Vogue1A.01.033,0.21629595730605
Vogue1A.01.034,1.00618013826462
Vogue1A.01.035,1.56110708249645
Vogue1A.01.036,0.435000664797011
Vogue1A.01.037,1.53873807476517
Vogue1A.01.038,0.515917936292337
Vogue1A.01.039,1.27660281322651
Vogue1A.01.040,0.408208540059705
Vogue1A.01.041,0.404434951664246
Vogue1A.01.042,0.153828468533354
Vogue1A.01.043,0.467628625525255
Vogue1A.01.044,0.355868343872559
Vogue1A.01.045,0.234931634894431
Vogue1A.01.046,1.22683277480332
Vogue1A.01.047,1.75472944841581
Vogue1A.01.048,0.137814747667643
Vogue1A.01.049,0.737838107309293
Vogue1A.01.050,0.54782951996741
Vogue1A.01.051,1.84860619175994
Vogue1A.01.052,1.3177488357868
Vogue1A.01.053,1.35396504784215
Vogue1A.01.054,1.06387346001625
Vogue1A.01.055,1.90385334313891
Vogue1A.01.057,0.688655616881226
Vogue1A.01.059,1.93721871845612
Vogue1A.01.060,0.557532044126071
Vogue1A.01.061,1.33422233019425
Vogue1A.01.062,1.62218399745783
Vogue1A.01.063,1.22290083955347
Vogue1A.01.064,0.532415879330033
Vogue1A.01.065,1.40617974521552
Vogue1A.01.066,0.810728278819651
Vogue1A.01.067,0.528443938235151
Vogue1A.01.068,0.247585016479892
Vogue1A.01.069,0.46282574976493
Vogue1A.01.070,1.41083745906822
Vogue1A.01.071,1.37026989361818
Vogue1A.01.072,0.247283054469633
Vogue1A.01.073,0.775576419394591
Vogue1A.01.074,0.805179582966556
Vogue1A.01.075,1.73664401958659
Vogue1A.01.076,0.799440340192069
Vogue1A.01.077,1.02542634882366
Vogue1A.01.078,1.39829491757534
Vogue1A.01.079,0.241146896301478
Vogue1A.01.080,0.439147330981543
Vogue1A.01.081,0.641573596892418
Vogue1A.01.082,0.089254449573966
Vogue1A.01.083,0.560724363135233
Vogue1A.01.084,0.968043771470164
Vogue1A.01.085,0.458476464212951
Vogue1A.01.086,1.98342810659475
Vogue1A.01.087,1.01975258427386
Vogue1A.01.088,0.498961178666216
Vogue1A.01.089,0.358637767936583
Vogue1A.01.090,0.227348752188199
Vogue1A.01.091,0.936709088857574
Vogue1A.01.092,0.291757734076083
Vogue1A.01.093,0.85346942408046
Vogue1A.01.094,0.238025235674989
Vogue1A.01.095,0.107964636085791
Vogue1A.01.096,0.31025029062763
Vogue1A.01.097,0.089626646179486
Vogue1A.01.098,1.1009076406582
Vogue1A.01.099,0.426893910385326
Vogue1A.01.100,0.077866666501329
Vogue1A.01.101,0.335329716967409
Vogue1A.01.102,0.125166973041966
Vogue1A.01.103,0.597556524898562
Vogue1A.01.104,0.655569179170772
Vogue1A.01.105,0.0401422448855882
Vogue1A.01.106,1.63939391985894
Vogue1A.01.107,0.0824166037075426
Vogue1A.01.108,1.73108415632431
Vogue1A.01.109,0.932639525500489
Vogue1A.01.110,0.753269390426282
Vogue1A.01.111,1.73333472516307
Vogue1A.01.112,1.41279479399116
Vogue1A.01.113,0.294750091973669
Vogue1A.01.114,0.761351377613514
Vogue1A.01.115,1.07777880775422
Vogue1A.01.116,0.583142357720567
Vogue1A.01.117,0.147005269360035
Vogue1A.01.118,0.567201891768851
Vogue1A.01.119,1.76277603350796
Vogue1A.01.120,0.476097577845897
Vogue1A.01.121,0.824825204526226
Vogue1A.01.122,1.60857495628928
Vogue1A.01.123,0.711561846040879
Vogue1A.01.124,0.357642018461961
Vogue1A.01.125,1.08303051474493
Vogue1A.01.126,1.02018837686193
Vogue1A.01.127,0.373888541826117
Vogue1A.01.128,1.02612613200434
Vogue1A.01.129,1.91009499996729
Vogue1A.01.130,1.44819022812409
Vogue1A.01.131,1.53500160893474
Vogue1A.01.132,0.512110127670615
Vogue1A.01.133,0.46469688459886
Vogue1A.01.134,0.924431369731473
Vogue1A.01.135,0.21330365204462
Vogue1A.01.136,1.26065375330613
Vogue1A.01.137,0.824356886500229
Vogue1A.01.138,0.495209191618121
Vogue1A.01.139,1.73260298387065
Vogue1A.01.140,1.1258611151146
Vogue1A.01.141,0.660830223347746
Vogue1A.01.142,0.0713373437078333
Vogue1A.01.143,0.61534852048732
Vogue1A.01.144,1.26633200567106
Vogue1A.01.145,0.534446106921498
Vogue1A.01.146,0.088575291321453
Vogue1A.01.147,0.809101530467871
Vogue1A.01.148,0.785186390012951
Vogue1A.01.149,1.18666618671939
Vogue1A.01.150,0.343969618632408
Vogue1A.01.151,0.0556630606400781
Vogue1A.01.152,0.088149927060022
Vogue1A.01.154,0.127545083349913
Vogue1A.01.155,0.0909150579907289
Vogue1A.01.156,0.147792415875763
Vogue1A.01.157,0.0607818366695906
Vogue1A.01.158,0.765872233951719
Vogue1A.01.159,0.574814110250025
Vogue1A.01.160,0.558251189868516
Vogue1A.01.161,0.149507726025926
Vogue1A.01.162,0.933814159945175
Vogue1A.01.163,0.581221626899299
Vogue1A.01.164,1.2669816822639
Vogue1A.01.166,0.725153961752067
Vogue1A.01.167,0.423595976306492
Vogue1A.01.168,0.301125912239023
Vogue1A.01.169,0.566459955750602
Vogue1A.01.170,0.137501480878702
Vogue1A.01.171,0.604682666811263
Vogue1A.01.172,0.177857494962336
Vogue1A.01.173,0.266052144167484
Vogue1A.01.174,0.229534655033887
Vogue1A.01.175,0.720140778426597
Vogue1A.01.176,0.133852715436765
Vogue1A.01.177,0.125678583033315
Vogue1A.01.179,0.161961037504841
Vogue1A.01.180,2.12878983185705
Vogue1A.01.181,0.370092571932597
Vogue1A.01.183,0.746625368069171
Vogue1A.01.184,0.866418117954154
Vogue1A.01.185,1.3364842466355
Vogue1A.01.186,0.54459402233131
Vogue1A.01.187,1.11127545371356
Vogue1A.01.188,0.869401335402272
Vogue1A.01.189,1.70298365410967
Vogue1A.01.190,1.99301874900987
Vogue1A.01.191,0.0587608896703699
Vogue1A.01.192,0.175089622238463
Vogue1A.01.193,0.740226849547602
Vogue1A.01.194,0.940659448103857
Vogue1A.01.195,1.65862249100835
Vogue1A.01.196,0.513819118701497
Vogue1A.01.197,0.108897929647766
Vogue1A.01.198,0.262907511546714
Vogue1A.01.199,0.653589525192601
Vogue1A.01.200,0.653167471704327
Vogue1A.01.201,1.10305747244027
Vogue1A.01.202,0.616761464607808
Vogue1A.01.203,2.23928625643873
Vogue1A.01.204,1.59617378733719
Vogue1A.01.205,0.268578805472671
Vogue1A.01.206,1.51492580880134
Vogue1A.01.207,0.211404028225082
Vogue1A.01.208,1.48760989350656
Vogue1A.01.209,0.83195254721923
Vogue1A.01.210,1.40647597001027
Vogue1A.01.211,1.59262695296646
Vogue1A.01.212,0.604293975585997
Vogue1A.01.213,0.896536371457458
Vogue1A.01.214,1.45660141947
Vogue1A.01.215,0.343750948029005
Vogue1A.01.216,1.48289649320936
Vogue1A.01.217,0.0729275729374229
Vogue1A.01.218,0.16037282387155
Vogue1A.01.219,0.190057630171512
Vogue1A.01.220,1.94006371171579
Vogue1A.01.221,0.849404132614912
Vogue1A.01.222,0.54650942126818
Vogue1A.01.223,1.7318630106097
Vogue1A.01.224,0.29984080088397
Vogue1A.01.225,0.774007761137282
Vogue1A.01.226,1.31879339026182
Vogue1A.01.227,1.2124285819477
Vogue1A.01.228,1.89806264862365
Vogue1A.01.229,1.60236513315095
Vogue1A.01.230,0.221718419327205
Vogue1A.01.231,0.229653184560255
Vogue1A.01.232,1.56043127067915
Vogue1A.01.233,0.0573402947416532
Vogue1A.01.234,1.21318367707198
Vogue1A.01.235,0.160671681664665
Vogue1A.01.236,0.170070449665527
Vogue1A.01.237,0.169517968845067
Vogue1A.01.238,0.422684076514945
Vogue1A.01.239,0.273574468545995
Vogue1A.01.240,0.145440581731544
Vogue1A.01.241,0.560573114618785
Vogue1A.01.242,1.93003015872982
Vogue1A.01.243,1.80225669208917
Vogue1A.01.244,1.14096421886561
Vogue1A.01.245,1.79262595000916
Vogue1A.01.246,0.520657187681593
Vogue1A.01.247,0.131246799355453
Vogue1A.01.248,0.202788090117106
Vogue1A.01.249,1.17046144733353
Vogue1A.01.250,0.285158831444042
Vogue1A.01.251,0.366517355718491
Vogue1A.01.252,0.799352012553765
Vogue1A.01.253,0.447831376891517
Vogue1A.01.254,0.139956068038565
Vogue1A.01.255,1.94056645357638
Vogue1A.01.256,1.12267059959754
Vogue1A.01.257,0.868195279007803
Vogue1A.01.258,0.793423207480614
Vogue1A.01.259,2.1288237362231
Vogue1A.01.260,1.49421370396614
Vogue1A.01.261,1.57372652964343
Vogue1A.01.262,1.26069224781967
Vogue1A.01.263,1.09647612055428
Vogue1A.01.264,0.642345563930603
Vogue1A.01.265,0.740317883868891
Vogue1A.01.266,0.350464483204825
Vogue1A.01.267,1.25169094987131
Vogue1A.01.268,1.06933832745668
Vogue1A.01.269,0.991391450483122
Vogue1A.01.270,1.20281696468949
Vogue1A.01.271,1.82117151672235
Vogue1A.01.272,0.558056576901134
Vogue1A.01.273,1.35868825062758
Vogue1A.01.274,0.209858672931129
Vogue1A.01.275,2.1717858333955
Vogue1A.01.276,1.7807725301384
Vogue1A.01.277,0.84425709051648
Vogue1A.01.278,1.04835355145446
Vogue1A.01.279,1.99280602516535
Vogue1A.01.280,1.14876331709459
Vogue1A.01.281,1.11207001694871
Vogue1A.01.282,0.465686226828754
Vogue1A.01.283,0.796867123091974
Vogue1A.01.284,0.420587225441697
Vogue1A.01.285,1.34648797164724
Vogue1A.01.286,0.263398514421992
Vogue1A.01.287,0.13742800402637
Vogue1A.01.288,0.18701478456267
Vogue1A.01.289,1.5552735875029
Vogue1A.01.290,0.27240046072168
Vogue1A.01.291,0.815277249806228
Vogue1A.01.292,0.128879250705153
Vogue1A.01.293,0.130127377714156
Vogue1A.01.294,0.288993685968488
Vogue1A.01.295,0.408351711746467
Vogue1A.01.296,2.08760398830583
Vogue1A.01.297,1.40072143686664
Vogue1A.01.298,1.90208730919953
Vogue1A.01.300,0.330721320331639
Vogue1A.01.301,0.678956383875749
Vogue1A.01.302,0.486798055551872
Vogue1A.01.303,0.956565268699949
Vogue1A.01.304,1.12671523565211
Vogue1A.01.305,0.323461374538402
Vogue1A.01.306,0.778767040741942
Vogue1A.01.307,0.12908491667271
Vogue1A.01.308,0.55255636929247
Vogue1A.01.309,1.34533671066943
Vogue1A.01.310,1.25684901742133
Vogue1A.01.311,1.13600972452886
Vogue1A.01.312,0.388558628371111
Vogue1A.01.313,0.290322803621798
Vogue1A.01.314,1.80065999414359
Vogue1A.01.316,0.753529244753708
Vogue1A.01.317,1.0257140534549
Vogue1A.01.318,0.284632865811267
Vogue1A.01.319,0.110716050518802
Vogue1A.01.320,1.30466003103106
